#GroupName	ProteinCount	SpeciesCount	FunctionalCategory	ConsensusFunctionalDescription
VOG17325	3	3	Xu	REFSEQ hypothetical protein
VOG17326	7	7	Xu	REFSEQ hypothetical protein
VOG17327	3	3	Xu	REFSEQ hypothetical protein
VOG17328	3	3	Xu	REFSEQ hypothetical protein
VOG17329	3	3	Xu	REFSEQ hypothetical protein
VOG17330	4	4	Xu	REFSEQ hypothetical protein
VOG17331	3	3	Xu	REFSEQ hypothetical protein
VOG17332	3	3	Xu	REFSEQ hypothetical protein
VOG17333	6	6	Xu	REFSEQ hypothetical protein
VOG17334	4	4	Xu	REFSEQ hypothetical protein
VOG17335	7	7	Xu	REFSEQ hypothetical protein
VOG17336	5	5	Xu	REFSEQ hypothetical protein
VOG17337	3	3	Xu	REFSEQ hypothetical protein
VOG17338	5	5	Xu	REFSEQ hypothetical protein
VOG17339	5	5	Xu	REFSEQ TIR domain-containing protein
VOG17340	3	3	Xu	REFSEQ hypothetical protein
VOG17341	4	4	Xu	REFSEQ hypothetical protein
VOG17342	5	5	Xu	REFSEQ hypothetical protein
VOG17343	5	5	Xu	REFSEQ hypothetical protein
VOG17344	5	5	Xu	REFSEQ hypothetical protein
VOG17345	4	4	Xu	REFSEQ hypothetical protein
VOG17346	4	4	Xu	REFSEQ hypothetical protein
VOG17347	3	3	Xu	REFSEQ hypothetical protein
VOG17348	5	5	Xu	REFSEQ hypothetical protein
VOG17349	5	5	Xu	REFSEQ hypothetical protein
VOG17350	5	5	Xu	REFSEQ hypothetical protein
VOG17351	5	5	Xu	REFSEQ hypothetical protein
VOG17352	5	5	Xu	REFSEQ hypothetical protein
VOG17353	5	5	Xu	REFSEQ hypothetical protein
VOG17354	5	5	Xu	REFSEQ hypothetical protein
VOG17355	5	5	Xu	REFSEQ hypothetical protein
VOG17356	8	6	Xu	REFSEQ hypothetical protein
VOG17357	10	10	Xu	REFSEQ hypothetical protein
VOG17358	3	3	Xu	REFSEQ hypothetical protein
VOG17359	25	25	Xu	REFSEQ hypothetical protein
VOG17360	3	3	Xu	REFSEQ hypothetical protein
VOG17361	14	14	Xu	REFSEQ hypothetical protein
VOG17362	5	5	Xu	REFSEQ hypothetical protein
VOG17363	3	3	Xu	REFSEQ transcriptional regulator
VOG17364	3	3	Xu	REFSEQ hypothetical protein
VOG17365	4	4	Xu	REFSEQ hypothetical protein
VOG17366	11	11	Xu	REFSEQ hypothetical protein
VOG17367	23	23	Xu	REFSEQ hypothetical protein
VOG17368	15	15	Xu	REFSEQ hypothetical protein
VOG17369	4	4	Xu	REFSEQ hypothetical protein
VOG17370	11	11	Xu	REFSEQ hypothetical protein
VOG17371	5	5	Xu	REFSEQ hypothetical protein
VOG17372	4	4	Xu	REFSEQ hypothetical protein
VOG17373	3	3	Xu	REFSEQ hypothetical protein
VOG17374	24	24	Xu	REFSEQ hypothetical protein
VOG17375	7	7	Xu	REFSEQ hypothetical protein
VOG17376	3	3	Xu	REFSEQ hypothetical protein
VOG17377	6	6	Xu	REFSEQ hypothetical protein
VOG17378	3	3	Xu	REFSEQ hypothetical protein
VOG17379	7	7	Xu	REFSEQ hypothetical protein
VOG17380	5	5	Xu	REFSEQ hypothetical protein
VOG17381	6	6	Xu	REFSEQ hypothetical protein
VOG17382	4	4	Xu	REFSEQ hypothetical protein
VOG17383	3	3	Xu	REFSEQ hypothetical protein
VOG17384	5	5	Xu	REFSEQ glycosyltransferase
VOG17385	5	5	Xu	REFSEQ hypothetical protein
VOG17386	7	7	Xu	REFSEQ DUF3467 domain-containing protein
VOG17387	5	5	Xu	REFSEQ hypothetical protein
VOG17388	6	6	Xu	REFSEQ hypothetical protein
VOG17389	3	3	Xu	REFSEQ hypothetical protein
VOG17390	5	5	Xu	REFSEQ hypothetical protein
VOG17391	3	3	Xu	REFSEQ hypothetical protein
VOG17392	6	6	Xu	REFSEQ hypothetical protein
VOG17393	6	6	Xu	REFSEQ hypothetical protein
VOG17394	3	3	Xu	REFSEQ hypothetical protein
VOG17395	3	3	Xu	REFSEQ hypothetical protein
VOG17396	5	5	Xu	REFSEQ hypothetical protein
VOG17397	3	3	Xu	REFSEQ hypothetical protein
VOG17398	3	3	Xu	REFSEQ hypothetical protein
VOG17399	5	5	Xu	REFSEQ hypothetical protein
VOG17400	4	4	Xu	REFSEQ glycine zipper 2TM domain-containing protein
VOG17401	3	3	Xu	REFSEQ hypothetical protein
VOG17402	3	3	Xu	REFSEQ hypothetical protein
VOG17403	4	4	Xu	REFSEQ hypothetical protein
VOG17404	3	3	Xu	REFSEQ hypothetical protein
VOG17405	4	4	Xu	REFSEQ hypothetical protein
VOG17406	3	3	Xu	REFSEQ hypothetical protein
VOG17407	3	3	Xu	REFSEQ hypothetical protein
VOG17408	3	3	Xu	REFSEQ hypothetical protein
VOG17409	3	3	Xu	REFSEQ hypothetical protein
VOG17410	4	4	Xu	REFSEQ hypothetical protein
VOG17411	3	3	Xu	REFSEQ hypothetical protein
VOG17412	3	3	Xu	REFSEQ hypothetical protein
VOG17413	3	3	Xu	REFSEQ hypothetical protein
VOG17414	3	3	Xu	REFSEQ hypothetical protein
VOG17415	3	3	Xu	REFSEQ hypothetical protein
VOG17416	3	3	Xu	REFSEQ hypothetical protein
VOG17417	3	3	Xu	REFSEQ hypothetical protein
VOG17418	3	3	Xu	REFSEQ hypothetical protein
VOG17419	3	3	Xu	REFSEQ hypothetical protein
VOG17420	3	3	Xu	REFSEQ hypothetical protein
VOG17421	3	3	Xu	REFSEQ hypothetical protein
VOG17422	3	3	Xu	REFSEQ hypothetical protein
VOG17423	3	3	Xu	REFSEQ hypothetical protein
VOG17424	3	3	Xu	REFSEQ hypothetical protein
VOG17425	3	3	Xu	REFSEQ hypothetical protein
VOG17426	3	3	Xu	REFSEQ hypothetical protein
VOG17427	3	3	Xu	REFSEQ hypothetical protein
VOG17428	3	3	Xu	REFSEQ hypothetical protein
VOG17429	3	3	Xu	REFSEQ hypothetical protein
VOG17430	3	3	Xu	REFSEQ hypothetical protein
VOG17431	3	3	Xu	REFSEQ hypothetical protein
VOG17432	3	3	Xu	REFSEQ hypothetical protein
VOG17433	3	3	Xu	REFSEQ hypothetical protein
VOG17434	4	4	Xu	REFSEQ hypothetical protein
VOG17435	4	4	Xu	REFSEQ hypothetical protein
VOG17436	3	3	Xu	REFSEQ hypothetical protein
VOG17437	3	3	Xu	REFSEQ hypothetical protein
VOG17438	3	3	Xu	REFSEQ hypothetical protein
VOG17439	3	3	Xu	REFSEQ hypothetical protein
VOG17440	3	3	Xu	REFSEQ hypothetical protein
VOG17441	3	3	Xu	REFSEQ hypothetical protein
VOG17442	3	3	Xu	REFSEQ hypothetical protein
VOG17443	3	3	Xu	REFSEQ hypothetical protein
VOG17444	3	3	Xu	REFSEQ hypothetical protein
VOG17445	3	3	Xu	REFSEQ hypothetical protein
VOG17446	3	3	Xu	REFSEQ hypothetical protein
VOG17447	3	3	Xu	REFSEQ hypothetical protein
VOG17448	3	3	Xu	REFSEQ hypothetical protein
VOG17449	3	3	Xu	REFSEQ hypothetical protein
VOG17450	3	3	Xu	REFSEQ hypothetical protein
VOG17451	3	3	Xu	REFSEQ hypothetical protein
VOG17452	3	3	Xu	REFSEQ hypothetical protein
VOG17453	3	3	Xu	REFSEQ hypothetical protein
VOG17454	3	3	Xu	REFSEQ hypothetical protein
VOG17455	3	3	Xu	REFSEQ hypothetical protein
VOG17456	3	3	Xu	REFSEQ hypothetical protein
VOG17457	3	3	Xu	REFSEQ hypothetical protein
VOG17458	3	3	Xu	REFSEQ hypothetical protein
VOG17459	3	3	Xu	REFSEQ hypothetical protein
VOG17460	3	3	Xu	REFSEQ hypothetical protein
VOG17461	3	3	Xu	REFSEQ hypothetical protein
VOG17462	3	3	Xu	REFSEQ hypothetical protein
VOG17463	3	3	Xu	REFSEQ hypothetical protein
VOG17464	3	3	Xu	REFSEQ hypothetical protein
VOG17465	3	3	Xu	REFSEQ hypothetical protein
VOG17466	3	3	Xu	REFSEQ hypothetical protein
VOG17467	3	3	Xu	REFSEQ hypothetical protein
VOG17468	3	3	Xu	REFSEQ hypothetical protein
VOG17469	3	3	Xu	REFSEQ hypothetical protein
VOG17470	3	3	Xu	REFSEQ hypothetical protein
VOG17471	3	3	Xu	REFSEQ hypothetical protein
VOG17472	3	3	Xu	REFSEQ hypothetical protein
VOG17473	4	4	Xu	REFSEQ hypothetical protein
VOG17474	4	4	Xu	REFSEQ hypothetical protein
VOG17475	3	3	Xu	REFSEQ hypothetical protein
VOG17476	4	4	Xu	REFSEQ hypothetical protein
VOG17477	3	3	Xu	REFSEQ hypothetical protein
VOG17478	3	3	Xu	REFSEQ hypothetical protein
VOG17479	4	4	Xu	REFSEQ hypothetical protein
VOG17480	3	3	Xu	REFSEQ hypothetical protein
VOG17481	3	3	Xu	REFSEQ hypothetical protein
VOG17482	3	3	Xu	REFSEQ hypothetical protein
VOG17483	3	3	Xu	REFSEQ hypothetical protein
VOG17484	3	3	Xu	REFSEQ hypothetical protein
VOG17485	3	3	Xu	REFSEQ hypothetical protein
VOG17486	3	3	Xu	REFSEQ hypothetical protein
VOG17487	3	3	Xu	REFSEQ hypothetical protein
VOG17488	4	4	Xu	REFSEQ hypothetical protein
VOG17489	3	3	Xu	REFSEQ hypothetical protein
VOG17490	3	3	Xu	REFSEQ hypothetical protein
VOG17491	3	3	Xu	REFSEQ hypothetical protein
VOG17492	3	3	Xu	REFSEQ hypothetical protein
VOG17493	3	3	Xu	REFSEQ hypothetical protein
VOG17494	3	3	Xu	REFSEQ hypothetical protein
VOG17495	3	3	Xu	REFSEQ hypothetical protein
VOG17496	3	3	Xu	REFSEQ hypothetical protein
VOG17497	4	4	Xu	REFSEQ hypothetical protein
VOG17498	3	3	Xu	REFSEQ hypothetical protein
VOG17499	4	4	Xu	REFSEQ hypothetical protein
VOG17500	4	4	Xu	REFSEQ hypothetical protein
VOG17501	3	3	Xu	REFSEQ hypothetical protein
VOG17502	3	3	Xu	REFSEQ hypothetical protein
VOG17503	3	3	Xu	REFSEQ hypothetical protein
VOG17504	3	3	Xu	REFSEQ hypothetical protein
VOG17505	3	3	Xu	REFSEQ hypothetical protein
VOG17506	3	3	Xu	REFSEQ hypothetical protein
VOG17507	3	3	Xu	REFSEQ hypothetical protein
VOG17508	4	4	Xu	REFSEQ hypothetical protein
VOG17509	3	3	Xu	REFSEQ hypothetical protein
VOG17510	3	3	Xu	REFSEQ hypothetical protein
VOG17511	3	3	Xu	REFSEQ hypothetical protein
VOG17512	3	3	Xu	REFSEQ hypothetical protein
VOG17513	10	10	Xu	REFSEQ hypothetical protein
VOG17514	3	3	Xu	REFSEQ hypothetical protein
VOG17515	3	3	Xu	REFSEQ hypothetical protein
VOG17516	3	3	Xu	REFSEQ hypothetical protein
VOG17517	3	3	Xu	REFSEQ hypothetical protein
VOG17518	3	3	Xu	REFSEQ hypothetical protein
VOG17519	3	3	Xu	REFSEQ hypothetical protein
VOG17520	3	3	Xu	REFSEQ hypothetical protein
VOG17521	3	3	Xu	REFSEQ hypothetical protein
VOG17522	3	3	Xu	REFSEQ hypothetical protein
VOG17523	3	3	Xu	REFSEQ hypothetical protein
VOG17524	6	6	Xu	REFSEQ hypothetical protein
VOG17525	6	6	Xu	REFSEQ hypothetical protein
VOG17526	3	3	Xu	REFSEQ hypothetical protein
VOG17527	3	3	Xu	REFSEQ hypothetical protein
VOG17528	3	3	Xu	REFSEQ hypothetical protein
VOG17529	6	6	Xu	REFSEQ hypothetical protein
VOG17530	3	3	Xu	REFSEQ hypothetical protein
VOG17531	6	6	Xu	REFSEQ hypothetical protein
VOG17532	4	4	Xu	REFSEQ hypothetical protein
VOG17533	6	6	Xu	REFSEQ hypothetical protein
VOG17534	5	5	Xu	REFSEQ hypothetical protein
VOG17535	6	6	Xu	REFSEQ hypothetical protein
VOG17536	6	6	Xu	REFSEQ hypothetical protein
VOG17537	6	6	Xu	REFSEQ hypothetical protein
VOG17538	6	6	Xu	REFSEQ hypothetical protein
VOG17539	6	6	Xu	REFSEQ hypothetical protein
VOG17540	6	6	Xu	REFSEQ hypothetical protein
VOG17541	6	6	Xu	REFSEQ hypothetical protein
VOG17542	6	6	Xu	REFSEQ hypothetical protein
VOG17543	6	6	Xu	REFSEQ hypothetical protein
VOG17544	6	6	Xu	REFSEQ hypothetical protein
VOG17545	5	5	Xu	REFSEQ hypothetical protein
VOG17546	6	6	Xu	REFSEQ hypothetical protein
VOG17547	6	6	Xu	REFSEQ hypothetical protein
VOG17548	6	6	Xu	REFSEQ hypothetical protein
VOG17549	6	6	Xu	REFSEQ hypothetical protein
VOG17550	6	6	Xu	REFSEQ hypothetical protein
VOG17551	7	7	Xu	REFSEQ hypothetical protein
VOG17552	6	6	Xu	REFSEQ hypothetical protein
VOG17553	6	6	Xu	REFSEQ hypothetical protein
VOG17554	6	6	Xu	REFSEQ hypothetical protein
VOG17555	3	3	Xu	REFSEQ hypothetical protein
VOG17556	3	3	Xu	REFSEQ hypothetical protein
VOG17557	3	3	Xu	REFSEQ hypothetical protein
VOG17558	8	8	Xu	REFSEQ hypothetical protein
VOG17559	3	3	Xu	REFSEQ hypothetical protein
VOG17560	4	4	Xu	REFSEQ hypothetical protein
VOG17561	5	5	Xu	REFSEQ hypothetical protein
VOG17562	4	4	Xu	REFSEQ putative glycosyl hydrolase
VOG17563	11	10	Xu	REFSEQ hypothetical protein
VOG17564	3	3	Xu	REFSEQ hypothetical protein
VOG17565	3	3	Xu	REFSEQ hypothetical protein
VOG17566	4	4	Xu	REFSEQ hypothetical protein
VOG17567	3	3	Xu	REFSEQ hypothetical protein
VOG17568	4	4	Xu	REFSEQ hypothetical protein
VOG17569	3	3	Xu	REFSEQ hypothetical protein
VOG17570	3	3	Xu	REFSEQ hypothetical protein
VOG17571	4	4	Xu	REFSEQ hypothetical protein
VOG17572	3	3	Xu	REFSEQ hypothetical protein
VOG17573	4	4	Xu	REFSEQ bacterial Ig-like domain family protein
VOG17574	4	4	Xu	REFSEQ hypothetical protein
VOG17575	5	4	Xu	REFSEQ hypothetical protein
VOG17576	3	3	Xu	REFSEQ hypothetical protein
VOG17577	4	4	Xu	REFSEQ hypothetical protein
VOG17578	4	4	Xu	REFSEQ hypothetical protein
VOG17579	3	3	Xu	REFSEQ hypothetical protein
VOG17580	3	3	Xu	REFSEQ hypothetical protein
VOG17581	4	4	Xu	REFSEQ hypothetical protein
VOG17582	7	7	Xu	REFSEQ hypothetical protein
VOG17583	3	3	Xu	REFSEQ hypothetical protein
VOG17584	3	3	Xu	REFSEQ hypothetical protein
VOG17585	5	5	Xu	REFSEQ hypothetical protein
VOG17586	3	3	Xu	REFSEQ hypothetical protein
VOG17587	6	4	Xu	REFSEQ hypothetical protein
VOG17588	4	4	Xu	REFSEQ hypothetical protein
VOG17589	3	3	Xu	REFSEQ hypothetical protein
VOG17590	3	3	Xu	REFSEQ hypothetical protein
VOG17591	4	4	Xu	REFSEQ hypothetical protein
VOG17592	4	4	Xu	REFSEQ hypothetical protein
VOG17593	3	3	Xu	REFSEQ hypothetical protein
VOG17594	4	4	Xu	REFSEQ hypothetical protein
VOG17595	4	4	Xu	REFSEQ hypothetical protein
VOG17596	5	5	Xu	REFSEQ hypothetical protein
VOG17597	6	6	Xu	REFSEQ hypothetical protein
VOG17598	5	5	Xu	REFSEQ hypothetical protein
VOG17599	8	8	Xu	REFSEQ hypothetical protein
VOG17600	6	6	Xu	REFSEQ hypothetical protein
VOG17601	6	6	Xu	REFSEQ hypothetical protein
VOG17602	3	3	Xu	REFSEQ hypothetical protein
VOG17603	5	5	Xu	REFSEQ hypothetical protein
VOG17604	5	5	Xu	REFSEQ hypothetical protein
VOG17605	6	6	Xu	REFSEQ hypothetical protein
VOG17606	5	5	Xu	REFSEQ hypothetical protein
VOG17607	5	5	Xu	REFSEQ hypothetical protein
VOG17608	3	3	Xu	REFSEQ hypothetical protein
VOG17609	5	5	Xu	REFSEQ hypothetical protein
VOG17610	5	5	Xu	REFSEQ hypothetical protein
VOG17611	6	6	Xu	REFSEQ hypothetical protein
VOG17612	5	5	Xu	REFSEQ hypothetical protein
VOG17613	5	5	Xu	REFSEQ hypothetical protein
VOG17614	4	4	Xu	REFSEQ hypothetical protein
VOG17615	6	6	Xu	REFSEQ hypothetical protein
VOG17616	5	5	Xu	REFSEQ hypothetical protein
VOG17617	5	5	Xu	REFSEQ hypothetical protein
VOG17618	6	6	Xu	REFSEQ hypothetical protein
VOG17619	5	5	Xu	REFSEQ hypothetical protein
VOG17620	5	5	Xu	REFSEQ hypothetical protein
VOG17621	5	5	Xu	REFSEQ hypothetical protein
VOG17622	9	9	Xu	REFSEQ hypothetical protein
VOG17623	3	3	Xu	REFSEQ hypothetical protein
VOG17624	4	4	Xu	REFSEQ hypothetical protein
VOG17625	6	6	Xu	REFSEQ hypothetical protein
VOG17626	6	6	Xu	REFSEQ hypothetical protein
VOG17627	4	4	Xu	REFSEQ hypothetical protein
VOG17628	5	5	Xu	REFSEQ hypothetical protein
VOG17629	5	5	Xu	REFSEQ hypothetical protein
VOG17630	5	5	Xu	REFSEQ hypothetical protein
VOG17631	5	5	Xu	REFSEQ hypothetical protein
VOG17632	5	5	Xu	REFSEQ hypothetical protein
VOG17633	5	5	Xu	REFSEQ hypothetical protein
VOG17634	6	6	Xu	REFSEQ hypothetical protein
VOG17635	5	5	Xu	REFSEQ hypothetical protein
VOG17636	3	3	Xu	REFSEQ hypothetical protein
VOG17637	5	5	Xu	REFSEQ hypothetical protein
VOG17638	5	5	Xu	REFSEQ hypothetical protein
VOG17639	5	5	Xu	REFSEQ hypothetical protein
VOG17640	5	5	Xu	REFSEQ hypothetical protein
VOG17641	4	4	Xu	REFSEQ hypothetical protein
VOG17642	4	3	Xu	REFSEQ hypothetical protein
VOG17643	5	5	Xu	REFSEQ hypothetical protein
VOG17644	5	5	Xu	REFSEQ hypothetical protein
VOG17645	5	5	Xu	REFSEQ hypothetical protein
VOG17646	5	5	Xu	REFSEQ hypothetical protein
VOG17647	5	5	Xu	REFSEQ hypothetical protein
VOG17648	5	5	Xu	REFSEQ hypothetical protein
VOG17649	3	3	Xu	REFSEQ hypothetical protein
VOG17650	3	3	Xu	REFSEQ hypothetical protein
VOG17651	3	3	Xu	REFSEQ hypothetical protein
VOG17652	3	3	Xu	REFSEQ hypothetical protein
VOG17653	3	3	Xu	REFSEQ hypothetical protein
VOG17654	3	3	Xu	REFSEQ hypothetical protein
VOG17655	3	3	Xu	REFSEQ hypothetical protein
VOG17656	3	3	Xu	REFSEQ hypothetical protein
VOG17657	4	4	Xu	REFSEQ hypothetical protein
VOG17658	4	4	Xu	REFSEQ hypothetical protein
VOG17659	3	3	Xu	REFSEQ hypothetical protein
VOG17660	3	3	Xu	REFSEQ hypothetical protein
VOG17661	3	3	Xu	REFSEQ hypothetical protein
VOG17662	5	5	Xu	REFSEQ hypothetical protein
VOG17663	3	3	Xu	REFSEQ hypothetical protein
VOG17664	3	3	Xu	REFSEQ hypothetical protein
VOG17665	3	3	Xu	REFSEQ gp23
VOG17666	3	3	Xu	REFSEQ hypothetical protein
VOG17667	3	3	Xu	REFSEQ hypothetical protein
VOG17668	3	3	Xu	REFSEQ hypothetical protein
VOG17669	3	3	Xu	REFSEQ hypothetical protein
VOG17670	6	6	Xu	REFSEQ hypothetical protein
VOG17671	4	4	Xu	REFSEQ hypothetical protein
VOG17672	4	4	Xu	REFSEQ hypothetical protein
VOG17673	4	4	Xu	REFSEQ hypothetical protein
VOG17674	4	4	Xu	REFSEQ hypothetical protein
VOG17675	6	6	Xu	REFSEQ hypothetical protein
VOG17676	4	4	Xu	REFSEQ hypothetical protein
VOG17677	3	3	Xu	REFSEQ hypothetical protein
VOG17678	4	4	Xu	REFSEQ hypothetical protein
VOG17679	4	4	Xu	REFSEQ hypothetical protein
VOG17680	4	4	Xu	REFSEQ hypothetical protein
VOG17681	3	3	Xu	REFSEQ hypothetical protein
VOG17682	5	5	Xu	REFSEQ hypothetical protein
VOG17683	4	4	Xu	REFSEQ hypothetical protein
VOG17684	4	4	Xu	REFSEQ hypothetical protein
VOG17685	4	4	Xu	REFSEQ hypothetical protein
VOG17686	4	4	Xu	REFSEQ hypothetical protein
VOG17687	4	4	Xu	REFSEQ hypothetical protein
VOG17688	4	4	Xu	REFSEQ hypothetical protein
VOG17689	4	4	Xu	REFSEQ hypothetical protein
VOG17690	3	3	Xu	REFSEQ hypothetical protein
VOG17691	3	3	Xu	REFSEQ hypothetical protein
VOG17692	4	4	Xu	REFSEQ hypothetical protein
VOG17693	4	4	Xu	REFSEQ hypothetical protein
VOG17694	4	4	Xu	REFSEQ hypothetical protein
VOG17695	7	7	Xu	REFSEQ hypothetical protein
VOG17696	4	4	Xu	REFSEQ hypothetical protein
VOG17697	4	4	Xu	REFSEQ hypothetical protein
VOG17698	4	4	Xu	REFSEQ hypothetical protein
VOG17699	4	4	Xu	REFSEQ hypothetical protein
VOG17700	4	4	Xu	REFSEQ hypothetical protein
VOG17701	3	3	Xu	REFSEQ hypothetical protein
VOG17702	4	4	Xu	REFSEQ hypothetical protein
VOG17703	4	4	Xu	REFSEQ hypothetical protein
VOG17704	3	3	Xu	REFSEQ hypothetical protein
VOG17705	4	4	Xu	REFSEQ hypothetical protein
VOG17706	5	5	Xu	REFSEQ hypothetical protein
VOG17707	4	4	Xu	REFSEQ hypothetical protein
VOG17708	4	4	Xu	REFSEQ hypothetical protein
VOG17709	4	4	Xu	REFSEQ hypothetical protein
VOG17710	4	4	Xu	REFSEQ hypothetical protein
VOG17711	4	4	Xu	REFSEQ hypothetical protein
VOG17712	4	4	Xu	REFSEQ hypothetical protein
VOG17713	4	4	Xu	REFSEQ hypothetical protein
VOG17714	4	4	Xu	REFSEQ hypothetical protein
VOG17715	4	4	Xu	REFSEQ hypothetical protein
VOG17716	4	4	Xu	REFSEQ hypothetical protein
VOG17717	4	4	Xu	REFSEQ hypothetical protein
VOG17718	4	4	Xu	REFSEQ hypothetical protein
VOG17719	4	4	Xu	REFSEQ hypothetical protein
VOG17720	4	4	Xu	REFSEQ hypothetical protein
VOG17721	4	4	Xu	REFSEQ hypothetical protein
VOG17722	4	4	Xu	REFSEQ hypothetical protein
VOG17723	4	4	Xu	REFSEQ hypothetical protein
VOG17724	4	4	Xu	REFSEQ hypothetical protein
VOG17725	4	4	Xu	REFSEQ hypothetical protein
VOG17726	3	3	Xu	REFSEQ hypothetical protein
VOG17727	4	4	Xu	REFSEQ hypothetical protein
VOG17728	4	4	Xu	REFSEQ hypothetical protein
VOG17729	4	4	Xu	REFSEQ hypothetical protein
VOG17730	4	4	Xu	REFSEQ hypothetical protein
VOG17731	3	3	Xu	REFSEQ hypothetical protein
VOG17732	4	4	Xu	REFSEQ hypothetical protein
VOG17733	4	4	Xu	REFSEQ hypothetical protein
VOG17734	4	4	Xu	REFSEQ hypothetical protein
VOG17735	3	3	Xu	REFSEQ hypothetical protein
VOG17736	4	4	Xu	REFSEQ hypothetical protein
VOG17737	4	4	Xu	REFSEQ hypothetical protein
VOG17738	4	4	Xu	REFSEQ hypothetical protein
VOG17739	5	5	Xu	REFSEQ hypothetical protein
VOG17740	4	4	Xu	REFSEQ hypothetical protein
VOG17741	4	4	Xu	REFSEQ hypothetical protein
VOG17742	3	3	Xu	REFSEQ hypothetical protein
VOG17743	4	4	Xu	REFSEQ hypothetical protein
VOG17744	4	4	Xu	REFSEQ hypothetical protein
VOG17745	4	4	Xu	REFSEQ hypothetical protein
VOG17746	3	3	Xu	REFSEQ hypothetical protein
VOG17747	4	4	Xu	REFSEQ hypothetical protein
VOG17748	4	4	Xu	REFSEQ hypothetical protein
VOG17749	3	3	Xu	REFSEQ hypothetical protein
VOG17750	3	3	Xu	REFSEQ hypothetical protein
VOG17751	4	4	Xu	REFSEQ hypothetical protein
VOG17752	3	3	Xu	REFSEQ hypothetical protein
VOG17753	4	4	Xu	REFSEQ hypothetical protein
VOG17754	4	4	Xu	REFSEQ hypothetical protein
VOG17755	3	3	Xu	REFSEQ hypothetical protein
VOG17756	3	3	Xu	REFSEQ hypothetical protein
VOG17757	4	4	Xu	REFSEQ hypothetical protein
VOG17758	4	4	Xu	REFSEQ hypothetical protein
VOG17759	4	4	Xu	REFSEQ hypothetical protein
VOG17760	3	3	Xu	REFSEQ hypothetical protein
VOG17761	4	4	Xu	REFSEQ hypothetical protein
VOG17762	4	4	Xu	REFSEQ hypothetical protein
VOG17763	3	3	Xu	REFSEQ hypothetical protein
VOG17764	4	4	Xu	REFSEQ hypothetical protein
VOG17765	3	3	Xu	REFSEQ hypothetical protein
VOG17766	4	4	Xu	REFSEQ hypothetical protein
VOG17767	4	4	Xu	REFSEQ hypothetical protein
VOG17768	3	3	Xu	REFSEQ hypothetical protein
VOG17769	4	4	Xu	REFSEQ hypothetical protein
VOG17770	5	5	Xu	REFSEQ portal protein
VOG17771	5	5	Xu	REFSEQ hypothetical protein
VOG17772	5	5	Xu	REFSEQ hypothetical protein
VOG17773	5	5	Xu	REFSEQ hypothetical protein
VOG17774	5	5	Xu	REFSEQ hypothetical protein
VOG17775	5	5	Xu	REFSEQ hypothetical protein
VOG17776	5	5	Xu	REFSEQ hypothetical protein
VOG17777	5	5	Xu	REFSEQ glycosylase
VOG17778	5	5	Xu	REFSEQ hypothetical protein
VOG17779	5	5	Xu	REFSEQ hypothetical protein
VOG17780	4	4	Xu	REFSEQ hypothetical protein
VOG17781	5	5	Xu	REFSEQ hypothetical protein
VOG17782	5	5	Xu	REFSEQ hypothetical protein
VOG17783	3	3	Xu	REFSEQ hypothetical protein
VOG17784	5	5	Xu	REFSEQ hypothetical protein
VOG17785	5	5	Xu	REFSEQ hypothetical protein
VOG17786	5	5	Xu	REFSEQ hypothetical protein
VOG17787	5	5	Xu	REFSEQ hypothetical protein
VOG17788	3	3	Xu	REFSEQ hypothetical protein
VOG17789	5	5	Xu	REFSEQ hypothetical protein
VOG17790	3	3	Xu	REFSEQ hypothetical protein
VOG17791	4	4	Xu	REFSEQ hypothetical protein
VOG17792	4	4	Xu	REFSEQ hypothetical protein
VOG17793	5	5	Xu	REFSEQ hypothetical protein
VOG17794	3	3	Xu	REFSEQ hypothetical protein
VOG17795	4	4	Xu	REFSEQ hypothetical protein
VOG17796	5	5	Xu	REFSEQ hypothetical protein
VOG17797	5	5	Xu	REFSEQ hypothetical protein
VOG17798	4	4	Xu	REFSEQ hypothetical protein
VOG17799	5	5	Xu	REFSEQ hypothetical protein
VOG17800	5	5	Xu	REFSEQ hypothetical protein
VOG17801	3	3	Xu	REFSEQ hypothetical protein
VOG17802	5	5	Xu	REFSEQ hypothetical protein
VOG17803	3	3	Xu	REFSEQ hypothetical protein
VOG17804	3	3	Xu	REFSEQ hypothetical protein
VOG17805	4	4	Xu	REFSEQ hypothetical protein
VOG17806	7	7	Xu	REFSEQ hypothetical protein
VOG17807	6	6	Xu	REFSEQ hypothetical protein
VOG17808	5	5	Xu	REFSEQ hypothetical protein
VOG17809	5	5	Xu	REFSEQ hypothetical protein
VOG17810	5	5	Xu	REFSEQ hypothetical protein
VOG17811	3	3	Xu	REFSEQ hypothetical protein
VOG17812	5	5	Xu	REFSEQ hypothetical protein
VOG17813	5	5	Xu	REFSEQ hypothetical protein
VOG17814	4	4	Xu	REFSEQ hypothetical protein
VOG17815	6	6	Xu	REFSEQ hypothetical protein
VOG17816	5	5	Xu	REFSEQ hypothetical protein
VOG17817	6	6	Xu	REFSEQ hypothetical protein
VOG17818	6	6	Xu	REFSEQ hypothetical protein
VOG17819	6	6	Xu	REFSEQ hypothetical protein
VOG17820	5	5	Xu	REFSEQ hypothetical protein
VOG17821	6	6	Xu	REFSEQ hypothetical protein
